hhmemberid,seq_num,income,cfps2016eduy_im,age,gender,urban16,provcd16,ethnic,married,party,employ,postsecondary,seniorsecondary,juniorsecondary,primary,illiterate,lninc,exper,exper2,area
370031102,370031,0,9,61,0,1,37,0,1,0,1,0,0,1,0,0,,46,2116,1
370036102,370036,0,0,63,0,1,37,0,1,1,1,0,0,0,0,1,,57,3249,1
370038101,370038,15000,9,59,1,1,37,0,1,0,1,0,0,1,0,0,9.6158056,44,1936,1
370038102,370038,12000,0,62,0,1,37,0,1,1,1,0,0,0,0,1,9.392662,56,3136,1
370043101,370043,20000,15,44,1,1,37,0,1,0,1,1,0,0,0,0,9.9034872,23,529,1
370046102,370046,0,12,61,1,1,37,0,1,0,1,0,1,0,0,0,,43,1849,1
370048103,370048,18000,16,26,1,1,37,0,0,0,1,1,0,0,0,0,9.7981272,4,16,1
370058103,247145,90000,16,31,1,0,37,0,0,0,1,1,0,0,0,0,11.407565,9,81,1
370059103,158975,25000,15,26,0,0,37,0,1,0,1,1,0,0,0,0,10.126631,5,25,1
370060102,370060,0,6,49,0,0,37,0,1,0,1,0,0,0,0,1,,37,1369,1
370061102,370061,0,9,56,1,0,37,0,1,0,1,0,0,1,0,0,,41,1681,1
370062102,370062,10000,4,63,1,0,37,0,1,1,1,0,0,0,0,1,9.2103405,53,2809,1
370064103,243788,12000,16,26,0,0,37,0,1,0,0,1,0,0,0,0,9.392662,4,16,1
370073101,370073,18000,9,41,1,0,37,0,1,0,1,0,0,1,0,0,9.7981272,26,676,1
370076101,370076,17000,9,54,1,0,37,0,1,0,1,0,0,1,0,0,9.7409687,39,1521,1
370076103,370076,42300,9,30,1,0,37,0,0,0,1,0,0,1,0,0,10.652542,15,225,1
370078101,370078,0,9,40,0,0,37,0,1,0,1,0,0,1,0,0,,25,625,1
370081431,370081,20000,9,25,0,0,37,0,1,0,1,0,0,1,0,0,9.9034872,10,100,1
370084104,239073,0,12,32,0,1,37,0,1,0,0,0,1,0,0,0,,14,196,1
370085101,370085,0,9,29,0,0,37,0,1,0,1,0,0,1,0,0,,14,196,1
370088102,370088,2600,6,54,1,0,37,0,1,0,1,0,0,0,1,0,7.8632669,42,1764,1
370088103,370088,36000,12,29,1,0,37,0,1,0,1,0,1,0,0,0,10.491274,11,121,1
370088431,370088,6000,9,28,0,0,37,0,1,0,1,0,0,1,0,0,8.6995144,13,169,1
370090101,370090,30000,9,55,1,0,37,0,1,0,1,0,0,1,0,0,10.308952,40,1600,1
370092103,370092,65000,12,29,1,0,37,0,0,0,1,0,1,0,0,0,11.082143,11,121,1
370095101,370095,0,6,62,1,0,37,0,1,0,1,0,0,0,0,1,,50,2500,1
370097103,370097,13000,10,21,1,0,37,0,0,0,1,0,0,1,0,0,9.4727049,5,25,1
370104103,370104,0,7,44,1,0,37,0,0,0,1,0,0,0,1,0,,31,961,1
370115101,370115,0,6,61,1,1,37,0,1,0,1,0,0,0,1,0,,49,2401,1
370115106,192055,18000,9,34,0,1,37,0,1,0,1,0,0,1,0,0,9.7981272,19,361,1
370118104,370118,0,10,17,1,1,37,0,0,0,1,0,0,0,0,1,,1,1,1
370119102,370119,25200,12,54,1,1,37,0,1,0,1,0,1,0,0,0,10.1346,36,1296,1
370119103,370119,0,12,27,1,1,37,0,0,0,1,0,1,0,0,0,,9,81,1
370120101,370120,0,12,38,0,1,37,0,1,0,1,0,1,0,0,0,,20,400,1
370124103,370124,47500,16,30,1,1,37,0,0,0,1,1,0,0,0,0,10.768485,8,64,1
370124104,370124,42000,12,29,1,1,37,0,0,0,1,0,1,0,0,0,10.645425,11,121,1
370127101,370127,0,8,62,1,1,37,0,1,0,1,0,0,0,1,0,,48,2304,1
370129101,370129,5000,6,72,1,1,37,0,0,0,0,0,0,0,1,0,8.5171928,60,3600,1
370130103,370130,70000,16,31,1,1,37,0,1,1,1,1,0,0,0,0,11.156251,9,81,1
370130104,370130,50000,12,26,1,1,37,0,1,0,1,0,1,0,0,0,10.819778,8,64,1
370132102,370132,0,0,63,1,1,37,0,1,0,0,0,0,0,0,1,,57,3249,1
370132104,370132,37000,8,32,1,1,37,0,1,0,1,0,0,0,1,0,10.518673,18,324,1
370136101,370136,0,9,41,1,1,37,0,1,1,1,0,0,1,0,0,,26,676,1
370136102,370136,31200,9,41,0,1,37,0,1,0,1,0,0,1,0,0,10.348173,26,676,1
370137102,370137,0,0,54,0,1,37,0,1,0,1,0,0,0,0,1,,48,2304,1
370140101,370140,80000,9,34,1,1,37,0,1,0,1,0,0,1,0,0,11.289782,19,361,1
370140102,370140,0,9,35,0,1,37,0,1,0,1,0,0,1,0,0,,20,400,1
370148105,693859,0,0,70,0,0,37,0,1,0,1,0,0,0,0,1,,64,4096,1
370160103,151708,39000,9,28,0,1,37,0,1,0,1,0,0,1,0,0,10.571317,13,169,1
370160104,370160,23600,12,21,0,0,37,0,0,0,1,0,1,0,0,0,10.069002,3,9,1
370162101,370162,0,0,67,1,0,37,0,1,0,1,0,0,0,0,1,,61,3721,1
370162102,370162,0,0,67,0,0,37,0,1,0,1,0,0,0,0,1,,61,3721,1
370167431,370167,36000,12,35,1,0,37,0,1,1,1,0,1,0,0,0,10.491274,17,289,1
370167432,370167,24000,12,31,0,0,37,0,1,0,1,0,1,0,0,0,10.085809,13,169,1
370169101,370169,16100,9,52,1,1,37,0,1,0,1,0,0,1,0,0,9.6865749,37,1369,1
370169104,370169,33200,9,19,1,1,37,0,0,0,1,0,0,1,0,0,10.410305,4,16,1
370173101,370173,0,9,62,1,1,37,0,1,0,1,0,0,1,0,0,,47,2209,1
370177101,370177,42000,9,42,1,1,37,0,1,0,1,0,0,0,1,0,10.645425,27,729,1
370177102,370177,20000,6,40,0,1,37,0,1,0,1,0,0,0,1,0,9.9034872,28,784,1
370181103,370181,20000,6,36,0,1,37,0,1,0,1,0,0,0,1,0,9.9034872,24,576,1
370184101,370184,0,0,48,0,1,37,0,1,0,1,0,0,0,0,1,,42,1764,1
370184102,370184,42000,9,51,1,1,37,0,1,0,1,0,0,0,1,0,10.645425,36,1296,1
370187102,370187,18900,9,47,0,1,37,0,1,0,1,0,0,1,0,0,9.8469172,32,1024,1
370187104,208624,150000,15,24,0,1,32,0,1,0,1,1,0,0,0,0,11.91839,3,9,1
370188103,370188,41600,,26,1,1,37,0,1,0,1,0,0,1,0,0,10.635856,,,1
370188501,370188,6000,12,26,0,1,37,0,1,0,1,0,1,0,0,0,8.6995144,8,64,1
370189101,370189,0,12,44,0,1,37,0,1,0,1,0,1,0,0,0,,26,676,1
370191103,370191,30000,9,28,1,1,37,0,1,0,1,0,0,0,1,0,10.308952,13,169,1
370191104,370191,5000,15,23,0,1,37,0,0,0,1,0,1,0,0,0,8.5171928,2,4,1
370192103,370192,0,0,61,1,1,37,0,0,0,1,0,0,0,0,1,,55,3025,1
370194101,370194,9600,6,52,0,1,37,0,1,0,1,0,0,0,1,0,9.1695185,40,1600,1
370194102,370194,4000,6,62,1,1,37,0,1,0,1,0,0,0,0,1,8.2940493,50,2500,1
370196101,370196,0,12,78,1,1,37,0,1,0,1,0,1,0,0,0,,60,3600,1
370197102,370197,0,8,35,0,0,37,0,1,1,1,0,0,0,1,0,,21,441,1
370198101,370198,30000,6,49,1,0,37,0,1,0,1,0,0,0,1,0,10.308952,37,1369,1
370200102,370200,0,9,61,0,0,37,0,1,0,1,0,0,1,0,0,,46,2116,1
370201102,370201,200,0,58,0,0,37,0,1,0,1,0,0,0,0,1,5.2983174,52,2704,1
370201103,226884,40000,9,28,1,0,37,0,1,0,1,0,0,0,1,0,10.596635,13,169,1
370205103,370205,30300,12,26,0,0,37,0,1,0,1,0,1,0,0,0,10.318903,8,64,1
370206102,370206,19200,0,55,0,0,37,0,0,0,1,0,0,0,0,1,9.8626652,49,2401,1
370208101,370208,18000,6,52,1,0,37,0,1,0,1,0,0,0,1,0,9.7981272,40,1600,1
370208103,370208,40000,9,29,1,0,37,0,1,0,1,0,0,1,0,0,10.596635,14,196,1
370208104,370208,7000,6,28,0,0,37,0,1,0,1,0,0,0,1,0,8.8536654,16,256,1
370210101,370210,0,6,74,1,0,37,0,1,0,1,0,0,0,1,0,,62,3844,1
370212102,370212,0,,53,1,0,37,0,1,0,1,0,0,0,1,0,,,,1
370212103,108476,36000,,30,0,0,37,0,1,0,1,1,0,0,0,0,10.491274,,,1
370212105,187282,24000,,25,0,0,37,0,1,0,1,0,0,1,0,0,10.085809,,,1
370214431,370214,12000,9,26,0,0,37,0,1,0,0,0,0,1,0,0,9.392662,11,121,1
370216105,206565,0,15,28,0,0,37,0,1,0,1,1,0,0,0,0,,7,49,1
370217102,370217,0,0,65,0,0,37,0,1,0,1,0,0,0,0,1,,59,3481,1
370218101,370218,9000,,42,1,0,37,0,1,0,1,0,0,1,0,0,9.1049795,,,1
370219102,370219,30000,9,54,1,0,37,0,1,0,1,0,0,1,0,0,10.308952,39,1521,1
370219431,370219,3000,9,26,0,0,37,0,1,0,1,0,0,1,0,0,8.0063677,11,121,1
370220104,370220,35355,16,27,0,0,37,0,0,0,1,0,1,0,0,0,10.473195,5,25,1
370221101,370221,90500,,36,1,0,37,0,1,1,1,0,0,1,0,0,11.413105,,,1
370221102,370221,166600,6,33,0,0,37,0,1,0,1,0,0,0,1,0,12.023351,21,441,1
370224101,370224,20400,9,34,0,0,37,0,1,0,1,0,0,0,1,0,9.9232903,19,361,1
370228101,370228,300,,54,1,0,37,0,1,0,1,0,0,1,0,0,5.7037826,,,1
370228102,370228,4000,,52,0,0,37,0,1,0,1,0,0,0,0,1,8.2940493,,,1
370229103,370229,0,9,30,0,1,37,0,1,0,1,0,0,1,0,0,,15,225,1
370232501,370232,30000,8,29,0,0,37,0,1,0,0,0,0,0,1,0,10.308952,15,225,1
370243102,370243,0,9,61,0,0,37,0,1,0,1,0,0,1,0,0,,46,2116,1
370248103,370248,30000,9,22,1,0,37,0,0,0,1,0,0,1,0,0,10.308952,7,49,1
370249431,370249,2000,9,30,0,0,37,0,1,0,1,0,0,1,0,0,7.6009026,15,225,1
370250103,370250,220000,16,28,1,0,11,0,0,0,1,1,0,0,0,0,12.301383,6,36,1
370252102,370252,0,0,48,0,0,37,0,1,0,1,0,0,0,0,1,,42,1764,1
370257101,370257,50000,9,30,1,0,63,0,1,0,1,0,0,1,0,0,10.819778,15,225,3
370257102,370257,6000,6,31,0,0,63,0,1,0,1,0,0,0,1,0,8.6995144,19,361,3
370260101,370260,43200,8,51,1,0,37,0,0,0,1,0,0,0,1,0,10.673595,37,1369,1
370269101,370269,10000,9,44,0,0,37,0,1,0,1,0,0,1,0,0,9.2103405,29,841,1
370269102,370269,36000,8,46,1,0,37,0,1,0,1,0,0,0,1,0,10.491274,32,1024,1
370274102,370274,14400,9,55,1,0,37,0,1,1,1,0,0,1,0,0,9.5749836,40,1600,1
370274104,370274,24500,12,29,0,0,37,0,1,0,0,0,1,0,0,0,10.106428,11,121,1
370280101,370280,4000,6,30,0,0,37,0,1,1,1,0,0,0,0,1,8.2940493,18,324,1
370281103,175691,24000,,24,0,1,37,0,1,0,0,0,0,1,0,0,10.085809,,,1
370282101,370282,0,9,54,1,0,37,0,1,0,1,0,0,1,0,0,,39,1521,1
370282106,370282,45000,12,31,0,1,37,0,1,0,1,0,1,0,0,0,10.714417,13,169,1
370284101,370284,21600,9,42,0,0,37,0,1,0,1,0,0,1,0,0,9.9804487,27,729,1
370286102,370286,40000,,49,1,0,37,0,1,0,1,0,0,0,1,0,10.596635,,,1
370286103,370286,27500,15,25,0,1,37,0,1,0,1,0,1,0,0,0,10.221941,4,16,1
370286104,370286,3000,11,18,0,1,11,0,0,0,1,0,0,0,0,1,8.0063677,1,1,1
370287103,370287,33001,12,20,0,0,37,0,0,1,1,0,1,0,0,0,10.404293,2,4,1
370294102,370294,0,6,33,0,0,37,0,1,0,1,0,0,0,1,0,,21,441,1
370297431,370297,40000,12,42,1,0,37,0,0,0,1,0,1,0,0,0,10.596635,24,576,1
370300104,370300,32400,8,28,1,0,37,0,0,0,1,0,0,0,1,0,10.385914,14,196,1
370305101,370305,28000,9,45,0,1,12,0,1,0,1,0,0,0,1,0,10.23996,30,900,1
370305102,370305,0,7,46,1,1,12,0,1,0,1,0,0,0,1,0,,33,1089,1
370308105,370308,10000,15,21,1,1,37,0,0,0,1,0,0,0,1,0,9.2103405,0,0,1
370310103,206668,30000,10,26,1,1,37,0,0,1,1,0,0,1,0,0,10.308952,10,100,1
370311101,370311,30000,9,38,1,1,37,0,1,0,1,0,0,1,0,0,10.308952,23,529,1
370311102,370311,35355,9,39,0,1,37,0,1,0,1,0,0,1,0,0,10.473195,24,576,1
370316101,370316,6000,12,68,0,1,37,0,1,1,1,0,1,0,0,0,8.6995144,50,2500,1
370317104,370317,36000,6,23,1,1,37,0,0,0,1,0,0,0,1,0,10.491274,11,121,1
370318103,247442,14000,8,26,1,1,37,0,0,0,1,0,0,0,1,0,9.546813,12,144,1
370319102,370319,0,0,64,0,1,37,0,1,0,1,0,0,0,0,1,,58,3364,1
370320102,108598,55000,13,50,1,1,37,0,0,0,1,0,1,0,0,0,10.915089,31,961,1
370321101,370321,0,9,51,1,1,37,0,1,0,1,0,0,1,0,0,,36,1296,1
370324103,370324,5400,12,20,1,1,37,0,0,0,1,0,0,1,0,0,8.5941544,2,4,1
370325103,370325,0,12,18,1,1,37,0,0,0,0,0,0,1,0,0,,0,0,1
370331101,370331,0,9,48,1,1,37,0,1,0,1,0,0,1,0,0,,33,1089,1
370335103,370335,42211,12,18,0,1,37,0,0,0,1,0,0,1,0,0,10.650436,0,0,1
370337102,370337,3000,9,49,1,0,37,0,1,0,1,0,0,1,0,0,8.0063677,34,1156,1
370337103,370337,30000,12,24,1,0,37,0,0,0,1,0,1,0,0,0,10.308952,6,36,1
370341103,943681,29900,12,28,0,1,37,0,1,0,1,0,1,0,0,0,10.305614,10,100,1
370342102,370342,0,12,55,1,0,37,0,0,0,1,0,1,0,0,0,,37,1369,1
370349102,370349,55000,0,50,1,1,37,0,1,0,1,0,0,0,0,1,10.915089,44,1936,1
370349103,370349,0,9,58,0,1,37,0,1,0,1,0,0,1,0,0,,43,1849,1
370349104,859349,30000,9,27,0,1,37,0,1,0,1,0,0,0,1,0,10.308952,12,144,1
370349105,370349,400000,16,28,0,1,37,0,0,1,1,0,1,0,0,0,12.89922,6,36,1
370358101,370358,7000,6,65,1,0,37,0,1,0,0,0,0,0,1,0,8.8536654,53,2809,1
370358103,370358,30000,8,18,1,0,37,0,0,0,0,0,0,0,1,0,10.308952,4,16,1
370360103,168119,50000,16,28,1,0,37,0,0,0,1,1,0,0,0,0,10.819778,6,36,1
370362101,370362,25000,9,46,0,0,37,0,0,0,1,0,0,0,1,0,10.126631,31,961,1
370364101,370364,30000,9,46,1,0,37,0,1,0,1,0,0,1,0,0,10.308952,31,961,1
370364103,370364,30000,9,19,1,0,37,0,0,0,1,0,0,1,0,0,10.308952,4,16,1
370365431,370365,0,9,56,1,0,37,0,1,0,1,0,0,1,0,0,,41,1681,1
370366102,370366,0,9,47,1,0,37,0,0,0,1,0,0,1,0,0,,32,1024,1
370374101,370374,14100,6,68,0,0,37,0,1,0,1,0,0,0,1,0,9.5539303,56,3136,1
370379103,370379,12000,16,26,0,0,37,0,1,0,1,1,0,0,0,0,9.392662,4,16,1
370381531,370381,0,12,53,0,0,37,0,0,0,1,0,1,0,0,0,,35,1225,1
370384102,370384,10000,9,54,1,0,37,0,1,0,1,0,0,1,0,0,9.2103405,39,1521,1
370385101,370385,0,15,62,0,0,37,0,1,0,1,1,0,0,0,0,,41,1681,1
370386102,370386,2600,6,67,0,0,37,0,1,0,0,0,0,0,1,0,7.8632669,55,3025,1
370390103,387580,3000,19,27,0,0,37,0,0,0,0,1,0,0,0,0,8.0063677,2,4,1
370398101,370398,18000,9,44,0,0,37,0,1,0,1,0,0,1,0,0,9.7981272,29,841,1
370401102,370401,45000,9,53,1,0,37,0,1,0,1,0,0,1,0,0,10.714417,38,1444,1
370404101,370404,0,9,50,0,0,37,0,1,0,1,0,0,0,1,0,,35,1225,1
370404103,370404,36200,9,27,1,0,37,0,1,0,1,0,0,1,0,0,10.496815,12,144,1
370404501,370404,21600,9,27,0,0,37,0,1,0,1,0,0,1,0,0,9.9804487,12,144,1
370406104,370406,62400,2,30,0,0,37,0,1,0,1,0,0,0,0,1,11.041321,22,484,1
370410104,370410,0,9,38,1,1,37,0,1,0,1,0,0,1,0,0,,23,529,1
370411101,370411,0,9,48,1,0,37,0,0,0,1,0,0,1,0,0,,33,1089,1
370412101,370412,150000,12,57,1,0,37,0,1,0,1,0,1,0,0,0,11.91839,39,1521,1
370414101,370414,0,0,73,0,0,37,0,1,0,1,0,0,0,0,1,,67,4489,1
370417104,370417,4000,,41,1,0,37,0,1,0,1,0,1,0,0,0,8.2940493,,,1
370425102,370425,0,9,57,0,1,37,0,1,0,1,0,0,1,0,0,,42,1764,1
370429101,370429,27000,9,47,0,1,37,0,1,0,1,0,0,1,0,0,10.203592,32,1024,1
370429102,370429,6600,,45,1,1,37,0,1,0,1,0,0,1,0,0,8.7948246,,,1
370434103,370434,32000,15,25,1,1,37,0,1,0,1,1,0,0,0,0,10.373491,4,16,1
370434501,370434,30000,15,26,0,1,37,0,1,0,1,1,0,0,0,0,10.308952,5,25,1
370435103,370435,0,9,36,0,1,37,0,1,0,1,0,0,1,0,0,,21,441,1
370446101,370446,0,0,46,0,1,37,0,1,0,1,0,0,0,0,1,,40,1600,1
370446102,370446,0,6,48,1,1,37,0,1,0,1,0,0,0,1,0,,36,1296,1
370447101,370447,0,0,64,0,1,37,0,1,0,1,0,0,0,0,1,,58,3364,1
370449101,370449,27000,9,45,1,0,37,0,1,0,1,0,0,1,0,0,10.203592,30,900,1
370449103,370449,20000,15,23,0,0,37,0,0,0,1,0,1,0,0,0,9.9034872,2,4,1
370454103,370454,30000,,22,0,0,37,0,0,0,1,0,0,0,1,0,10.308952,,,1
370460102,370460,18000,7,50,1,0,37,0,1,0,1,0,0,0,1,0,9.7981272,37,1369,1
370461501,370461,34650,12,28,0,1,37,0,1,0,1,0,1,0,0,0,10.453053,10,100,1
370463102,370463,39000,9,30,1,0,37,0,1,0,1,0,0,0,1,0,10.571317,15,225,1
370465431,370465,24150,12,29,0,1,37,0,1,0,1,0,1,0,0,0,10.09204,11,121,1
370466101,370466,96000,16,26,1,1,31,0,0,0,1,1,0,0,0,0,11.472103,4,16,1
370469102,370469,39600,5,44,1,0,37,0,1,0,1,0,0,0,0,1,10.586584,33,1089,1
370469103,370469,30000,15,21,0,0,37,0,0,0,1,0,1,0,0,0,10.308952,0,0,1
370470103,370470,28000,10,28,0,0,37,0,0,0,1,0,0,1,0,0,10.23996,12,144,1
370470104,370470,400,14,21,0,0,37,0,0,0,0,0,0,1,0,0,5.9914646,1,1,1
370471102,370471,0,6,48,1,0,37,0,0,0,1,0,0,0,1,0,,36,1296,1
370471103,370471,6000,16,24,1,0,37,0,0,0,1,0,1,0,0,0,8.6995144,2,4,1
370473102,370473,30000,12,53,1,0,37,0,1,0,1,0,1,0,0,0,10.308952,35,1225,1
370477101,370477,0,12,49,1,1,37,0,1,0,1,0,1,0,0,0,,31,961,1
370477102,370477,0,9,50,0,1,37,0,1,0,1,0,0,1,0,0,,35,1225,1
370477103,370477,0,15,25,0,1,37,0,1,0,1,1,0,0,0,0,,4,16,1
370478101,370478,0,4,39,0,1,37,0,1,0,1,0,0,0,0,1,,29,841,1
370479102,370479,4200,9,47,0,1,37,0,1,0,1,0,0,1,0,0,8.3428402,32,1024,1
370479103,370479,0,16,24,1,1,22,0,0,0,1,1,0,0,0,0,,2,4,2
370483104,370483,12000,16,22,1,1,37,0,0,0,1,1,0,0,0,0,9.392662,0,0,1
370489101,370489,7200,15,73,1,1,37,0,1,0,0,1,0,0,0,0,8.8818359,52,2704,1
370490101,370490,105000,15,48,1,1,37,0,1,1,1,1,0,0,0,0,11.561716,27,729,1
370491101,370491,106200,15,42,1,1,37,0,1,1,1,1,0,0,0,0,11.573079,21,441,1
370491102,370491,70000,16,44,0,1,37,0,1,1,1,1,0,0,0,0,11.156251,22,484,1
370496102,370496,20000,2,50,0,1,37,0,1,0,1,0,0,0,0,1,9.9034872,42,1764,1
370496103,370496,55200,19,27,0,1,37,0,1,1,1,1,0,0,0,0,10.918718,2,4,1
370497103,370497,0,3,64,0,1,37,0,1,0,1,0,0,0,0,1,,55,3025,1
370497104,247641,2000,12,38,1,1,37,0,1,1,1,0,0,1,0,0,7.6009026,20,400,1
370497105,247641,1,9,31,0,1,37,0,1,0,1,0,0,1,0,0,0,16,256,1
370498103,247642,0,,28,0,1,37,0,1,0,1,0,1,0,0,0,,,,1
370499101,370499,12000,6,59,1,1,37,0,1,0,1,0,0,0,1,0,9.392662,47,2209,1
370504101,370504,18050,0,56,0,1,37,0,0,0,1,0,0,0,0,1,9.8009014,50,2500,1
370504102,370504,27200,9,34,1,1,37,0,1,0,1,0,0,1,0,0,10.210972,19,361,1
370505102,370505,0,12,40,1,1,37,0,1,0,1,0,1,0,0,0,,22,484,1
370506101,370506,0,15,36,1,1,37,0,1,1,1,1,0,0,0,0,,15,225,1
370507101,370507,30000,12,41,1,1,37,0,1,0,1,0,1,0,0,0,10.308952,23,529,1
370508101,370508,0,9,34,0,1,37,0,1,0,1,0,0,1,0,0,,19,361,1
370509103,370509,10000,9,35,1,0,37,0,1,0,1,0,0,0,1,0,9.2103405,20,400,1
370513531,370513,60000,9,33,1,0,37,0,1,0,1,0,0,1,0,0,11.0021,18,324,1
370522103,175912,31200,,26,0,0,37,0,1,0,1,0,1,0,0,0,10.348173,,,1
370523101,370523,0,7,41,0,0,37,0,1,0,1,0,0,0,1,0,,28,784,1
370525103,370525,15000,9,26,1,0,37,0,1,0,1,0,0,1,0,0,9.6158056,11,121,1
370526102,370526,3000,3,46,1,0,37,0,1,0,1,0,0,0,0,1,8.0063677,37,1369,1
370530102,370530,0,1,65,0,0,37,0,0,0,1,0,0,0,0,1,,58,3364,1
370538104,370538,21000,11,37,0,0,37,0,1,0,1,0,0,1,0,0,9.9522781,20,400,1
370543104,370543,0,16,21,1,0,37,0,0,0,1,0,1,0,0,0,,-1,1,1
370556101,370556,18500,6,41,0,0,37,0,1,1,1,0,0,0,1,0,9.8255262,29,841,1
370556102,370556,48000,7,42,1,0,37,0,1,0,1,0,0,0,1,0,10.778956,29,841,1
370560103,370560,70710,9,24,0,1,37,0,0,0,1,0,0,0,1,0,11.166343,9,81,1
370562102,370562,8000,6,59,1,0,37,0,1,0,1,0,0,0,0,1,8.9871969,47,2209,1
370563101,370563,24000,0,49,0,0,37,0,1,0,1,0,0,0,0,1,10.085809,43,1849,1
370563102,247723,7000,6,70,1,0,37,0,1,1,1,0,0,0,1,0,8.8536654,58,3364,1
370568103,370568,0,12,20,1,1,37,0,0,0,1,0,1,0,0,0,,2,4,1
370574102,175957,72520,16,23,1,1,44,0,0,0,1,1,0,0,0,0,11.191618,1,1,1
370577101,370577,0,9,41,0,1,37,0,1,0,1,0,0,1,0,0,,26,676,1
370582101,370582,42000,12,42,1,1,37,0,1,0,1,0,1,0,0,0,10.645425,24,576,1
370582102,370582,36000,9,40,0,1,37,0,1,0,1,0,0,1,0,0,10.491274,25,625,1
370586103,175965,7000,15,27,0,1,37,0,1,0,1,1,0,0,0,0,8.8536654,6,36,1
370587103,370587,50000,,39,1,1,37,0,1,1,1,0,1,0,0,0,10.819778,,,1
370587104,370587,24000,,39,0,1,37,0,1,1,1,1,0,0,0,0,10.085809,,,1
370593101,370593,0,9,51,1,1,37,0,1,0,1,0,0,1,0,0,,36,1296,1
370594102,370594,3000,9,31,1,1,37,0,0,0,1,0,0,1,0,0,8.0063677,16,256,1
370597105,370597,8000,9,19,1,0,37,0,0,0,0,0,0,0,1,0,8.9871969,4,16,1
370601103,370601,11000,9,22,1,0,37,0,0,0,1,0,0,1,0,0,9.3056507,7,49,1
370603102,370603,70000,,50,1,0,37,0,1,0,1,0,0,0,0,1,11.156251,,,1
370605103,128367,0,6,30,0,0,37,0,1,0,1,0,0,0,1,0,,18,324,1
370605105,370605,35355,,25,1,0,37,0,0,0,1,0,1,0,0,0,10.473195,,,1
370608101,370608,0,9,49,1,0,37,0,1,1,1,0,0,1,0,0,,34,1156,1
370608103,370608,0,,50,0,0,37,0,1,0,1,0,0,1,0,0,,,,1
370611104,108908,12000,9,28,0,0,37,0,0,0,1,0,0,0,1,0,9.392662,13,169,1
370613101,370613,0,0,80,1,0,37,0,0,0,1,0,0,0,0,1,,74,5476,1
370616101,370616,0,6,68,1,0,37,0,1,0,1,0,0,0,1,0,,56,3136,1
370617102,370617,12000,,39,0,0,37,0,1,0,1,0,0,0,0,1,9.392662,,,1
370621101,370621,63000,9,26,1,0,37,0,1,0,1,0,0,0,1,0,11.05089,11,121,1
370621102,370621,60000,,51,1,0,37,0,1,0,1,0,0,1,0,0,11.0021,,,1
370622101,266982,0,6,59,0,0,37,0,1,0,1,0,0,0,1,0,,47,2209,1
370622102,266982,50000,9,59,1,0,37,0,1,0,1,0,0,0,1,0,10.819778,44,1936,1
370624102,370624,7200,6,38,0,0,37,0,1,0,1,0,0,0,1,0,8.8818359,26,676,1
370645101,370645,0,0,71,0,1,37,0,0,0,1,0,0,0,0,1,,65,4225,1
370651101,370651,45000,15,42,1,1,37,0,1,0,1,1,0,0,0,0,10.714417,21,441,1
370659103,244301,38400,15,25,1,1,37,0,1,1,1,0,1,0,0,0,10.555813,4,16,1
370669102,370669,20000,9,37,0,1,37,0,1,0,1,0,0,0,1,0,9.9034872,22,484,1
370670101,370670,35355,,44,0,1,37,0,1,0,1,0,1,0,0,0,10.473195,,,1
370676102,370676,70000,15,59,1,1,37,0,1,1,1,1,0,0,0,0,11.156251,38,1444,1
370676103,370676,50000,15,55,0,1,37,0,1,0,1,1,0,0,0,0,10.819778,34,1156,1
370680101,159503,0,9,30,0,1,37,0,0,0,1,0,0,1,0,0,,15,225,1
370680102,370680,0,12,32,1,1,37,0,1,0,1,0,1,0,0,0,,14,196,1
370680431,370680,18000,6,55,0,1,37,0,1,0,1,0,0,0,1,0,9.7981272,43,1849,1
370683103,370683,30000,12,27,1,1,37,0,1,1,1,0,1,0,0,0,10.308952,9,81,1
370686101,370686,12000,12,38,0,1,37,0,1,1,1,0,1,0,0,0,9.392662,20,400,1
370686102,370686,50000,12,43,1,1,37,0,1,0,1,0,1,0,0,0,10.819778,25,625,1
370703101,370703,10000,,29,0,1,37,0,1,0,0,0,0,1,0,0,9.2103405,,,1
370703103,370703,4500,,29,1,0,37,0,1,0,1,0,0,0,0,1,8.4118328,,,1
370704102,370704,0,9,54,1,0,37,0,1,0,1,0,0,1,0,0,,39,1521,1
370711101,370711,21000,0,53,0,0,37,0,1,0,0,0,0,0,0,1,9.9522781,47,2209,1
370711102,370711,18000,9,57,1,0,37,0,1,0,0,0,0,1,0,0,9.7981272,42,1764,1
370714104,370714,30000,9,26,1,0,37,0,1,0,1,0,0,0,1,0,10.308952,11,121,1
370723101,370723,0,6,74,1,0,37,0,1,1,1,0,0,0,1,0,,62,3844,1
370725103,370725,0,9,27,1,0,37,0,1,0,1,0,0,1,0,0,,12,144,1
370734104,187797,8500,9,28,0,0,37,0,1,0,0,0,0,1,0,0,9.047821,13,169,1
370735102,370735,0,9,52,1,0,37,0,1,0,1,0,0,1,0,0,,37,1369,1
370736103,370736,0,9,29,0,0,37,0,1,0,1,0,0,1,0,0,,14,196,1
370737101,370737,0,9,28,1,0,37,0,1,0,1,0,0,1,0,0,,13,169,1
370737431,370737,45000,9,30,1,0,37,0,1,0,1,0,0,1,0,0,10.714417,15,225,1
