hhmemberid,seq_num,income,cfps2016eduy_im,age,gender,urban16,provcd16,ethnic,married,party,employ,postsecondary,seniorsecondary,juniorsecondary,primary,illiterate,lninc,exper,exper2,area
230370102,230370,70000,12,40,1,1,23,0,1,0,1,0,1,0,0,0,11.156251,22,484,2
230373102,230373,0,0,56,1,1,23,0,1,0,1,0,0,0,0,1,,50,2500,2
230375101,230375,26904,12,44,0,1,23,0,1,0,1,0,1,0,0,0,10.20003,26,676,2
230389101,230389,18000,9,46,0,1,23,0,0,0,1,0,0,1,0,0,9.7981272,31,961,2
230390103,155586,60000,16,32,1,1,23,0,0,0,1,1,0,0,0,0,11.0021,10,100,2
230391102,230391,7500,,47,0,1,23,0,1,0,0,0,0,1,0,0,8.922658,,,2
230393101,230393,30000,9,36,1,1,23,0,1,0,1,0,0,1,0,0,10.308952,21,441,2
230393105,230393,3160,9,61,1,1,23,0,1,0,1,0,0,1,0,0,8.0583277,46,2116,2
230394102,138434,61500,9,40,1,1,23,0,1,0,1,0,0,1,0,0,11.026793,25,625,2
230399103,230399,24000,15,22,1,1,23,0,0,0,1,0,1,0,0,0,10.085809,1,1,2
230402103,230402,16800,9,33,0,1,23,0,1,0,1,0,0,1,0,0,9.7291346,18,324,2
230407101,230407,7500,9,43,0,1,23,0,1,0,1,0,0,1,0,0,8.922658,28,784,2
230408101,230408,22500,15,45,1,1,23,0,0,0,1,1,0,0,0,0,10.021271,24,576,2
230411103,124079,15900,15,30,0,1,23,0,1,1,1,1,0,0,0,0,9.6740742,9,81,2
230412101,230412,0,9,57,0,1,23,0,1,0,1,0,0,1,0,0,,42,1764,2
230412102,230412,0,0,59,1,1,23,0,0,0,1,0,0,0,0,1,,53,2809,2
230414101,230414,1500,9,42,0,1,23,0,1,0,1,0,0,1,0,0,7.3132205,27,729,2
230414103,230414,0,13,19,0,1,23,0,0,1,1,0,0,1,0,0,,0,0,2
230416101,230416,0,9,45,0,1,23,0,0,0,1,0,0,1,0,0,,30,900,2
230416102,230416,100000,15,25,0,1,11,0,0,0,1,0,1,0,0,0,11.512925,4,16,1
230418103,230418,9000,6,38,1,1,23,0,1,0,1,0,0,0,1,0,9.1049795,26,676,2
230418104,230418,0,9,38,0,1,23,0,1,0,1,0,0,1,0,0,,23,529,2
230420101,230420,0,9,55,0,1,23,0,0,0,1,0,0,1,0,0,,40,1600,2
230420102,230420,0,12,26,0,1,23,0,1,0,1,0,1,0,0,0,,8,64,2
230427103,166872,19000,9,30,1,1,23,0,0,0,0,0,0,0,1,0,9.8521938,15,225,2
230428103,223710,100000,12,31,1,1,23,0,1,0,1,0,1,0,0,0,11.512925,13,169,2
230429101,230429,19000,8,45,1,1,23,0,1,0,1,0,0,0,1,0,9.8521938,31,961,2
230434103,188633,50000,,26,0,1,23,0,1,0,1,0,0,0,0,1,10.819778,,,2
230446102,230446,6160,10,49,1,1,23,0,1,1,1,0,0,1,0,0,8.725832,33,1089,2
230446103,230446,15000,16,22,0,1,23,0,0,0,1,1,0,0,0,0,9.6158056,0,0,2
230448101,230448,23000,6,40,1,1,23,0,0,0,1,0,0,0,1,0,10.043249,28,784,2
230449101,230449,0,0,75,0,1,23,0,1,0,0,0,0,0,0,1,,69,4761,2
230452102,230452,31200,,51,1,1,23,0,1,0,1,0,1,0,0,0,10.348173,,,2
230453101,230453,18000,9,53,1,1,23,0,1,0,1,0,0,1,0,0,9.7981272,38,1444,2
230455101,230455,26400,15,39,0,1,23,0,1,0,1,1,0,0,0,0,10.181119,18,324,2
230456102,230456,7000,9,43,0,1,23,0,1,0,1,0,0,1,0,0,8.8536654,28,784,2
230462101,230462,3600,9,37,0,1,23,0,1,0,0,0,0,1,0,0,8.1886892,22,484,2
230463101,230463,5600,9,58,1,1,23,0,0,0,1,0,0,1,0,0,8.6305218,43,1849,2
230465103,104551,95600,15,32,1,1,23,0,1,1,1,1,0,0,0,0,11.467928,11,121,2
230465104,256940,64500,12,32,0,1,23,0,1,0,1,0,1,0,0,0,11.074421,14,196,2
230471102,230471,0,6,55,0,1,23,0,1,0,1,0,0,0,0,1,,43,1849,2
230474101,230474,48400,9,55,1,1,23,0,1,0,1,0,0,1,0,0,10.787255,40,1600,2
230474104,230474,27400,9,30,0,1,23,0,1,0,1,0,0,1,0,0,10.218298,15,225,2
230475101,230475,2500,9,46,0,1,23,0,1,0,1,0,0,1,0,0,7.8240461,31,961,2
230477102,230477,20000,9,45,1,1,23,0,1,0,1,0,0,1,0,0,9.9034872,30,900,2
230483103,183468,4400,12,26,0,1,23,0,1,0,1,0,1,0,0,0,8.3893595,8,64,2
230484101,230484,6000,9,49,1,1,23,0,0,0,1,0,0,1,0,0,8.6995144,34,1156,2
230489102,230489,0,0,66,0,0,23,0,0,0,1,0,0,0,0,1,,60,3600,2
230489531,230489,23600,9,39,1,0,23,0,0,0,1,0,0,1,0,0,10.069002,24,576,2
230490101,230490,0,0,66,1,0,23,0,1,0,1,0,0,0,0,1,,60,3600,2
230490102,230490,0,0,61,0,0,23,0,1,0,1,0,0,0,0,1,,55,3025,2
230491102,230491,600,6,61,1,0,23,0,0,0,1,0,0,0,1,0,6.3969297,49,2401,2
230497101,230497,0,0,72,1,0,23,0,1,1,1,0,0,0,0,1,,66,4356,2
230497102,230497,0,0,65,0,0,23,0,1,0,1,0,0,0,0,1,,59,3481,2
230505103,523924,24000,,27,0,0,23,0,1,0,1,0,0,1,0,0,10.085809,,,2
230518102,230518,5000,9,45,0,0,23,0,1,0,1,0,0,1,0,0,8.5171928,30,900,2
230519101,230519,6000,6,59,0,1,23,0,1,0,1,0,0,0,1,0,8.6995144,47,2209,2
230524102,230524,10800,9,43,0,0,23,0,1,0,1,0,0,1,0,0,9.2873011,28,784,2
230527102,230527,1000,9,38,0,1,23,0,1,0,1,0,0,1,0,0,6.9077554,23,529,2
230528101,230528,17400,11,55,1,1,23,0,1,0,1,0,0,1,0,0,9.764226,38,1444,2
230546101,230546,9000,,46,1,0,23,0,1,0,1,0,0,1,0,0,9.1049795,,,2
230552102,230552,50000,9,32,1,1,11,0,0,0,1,0,0,1,0,0,10.819778,17,289,1
230557103,205240,3200,15,23,0,0,23,0,0,0,1,0,1,0,0,0,8.0709057,2,4,2
230560101,223505,50000,9,38,1,0,23,0,1,1,1,0,0,1,0,0,10.819778,23,529,2
230560103,223505,24000,6,36,0,0,23,0,1,0,1,0,0,0,1,0,10.085809,24,576,2
230561101,230561,55000,9,43,1,1,23,0,1,0,1,0,0,1,0,0,10.915089,28,784,2
230561102,230561,20000,8,43,0,1,23,0,1,0,1,0,0,0,1,0,9.9034872,29,841,2
230565103,230565,12000,16,25,0,0,11,0,0,0,1,1,0,0,0,0,9.392662,3,9,1
230566101,230566,10000,8,38,1,1,23,0,1,1,1,0,0,0,1,0,9.2103405,24,576,2
230566102,230566,40000,6,37,0,1,23,0,1,0,1,0,0,0,1,0,10.596635,25,625,2
230567103,205249,31800,15,21,0,1,37,0,0,0,1,0,0,1,0,0,10.367222,0,0,1
230568101,230568,3500,6,67,1,0,23,0,1,0,0,0,0,0,1,0,8.1605186,55,3025,2
230569103,748017,0,9,27,0,1,23,0,1,0,1,0,0,1,0,0,,12,144,2
230577103,230577,30000,15,29,1,1,23,0,1,0,1,1,0,0,0,0,10.308952,8,64,2
230580103,230580,0,9,53,0,1,23,0,1,0,1,0,0,1,0,0,,38,1444,2
230580104,155749,18000,16,30,0,1,23,0,1,0,1,1,0,0,0,0,9.7981272,8,64,2
230580105,230580,0,12,53,1,1,23,0,1,0,1,0,1,0,0,0,,35,1225,2
230581101,230581,2000,9,48,0,1,23,0,0,0,0,0,0,1,0,0,7.6009026,33,1089,2
230581102,230581,114000,9,28,1,1,23,0,0,1,1,0,0,1,0,0,11.643953,13,169,2
230581103,230581,2300,15,20,0,0,37,0,0,0,0,0,0,1,0,0,7.7406645,-1,1,1
230588101,230588,24000,9,38,0,1,23,0,1,0,1,0,0,1,0,0,10.085809,23,529,2
230589101,230589,27000,6,50,0,1,23,0,1,0,1,0,0,0,1,0,10.203592,38,1444,2
230591102,230591,7000,9,36,0,1,23,0,1,0,1,0,0,1,0,0,8.8536654,21,441,2
230592101,230592,8000,12,48,0,1,23,0,1,0,1,0,1,0,0,0,8.9871969,30,900,2
230594102,230594,800,9,48,1,1,23,0,1,0,1,0,0,1,0,0,6.6846118,33,1089,2
230604101,230604,35355,9,51,1,1,23,0,1,0,1,0,0,1,0,0,10.473195,36,1296,2
230606102,230606,3000,,47,1,1,23,0,1,1,1,0,1,0,0,0,8.0063677,,,2
230609106,230609,32000,9,42,1,1,23,0,0,0,1,0,0,1,0,0,10.373491,27,729,2
230622101,121403,22820,9,27,0,1,23,0,1,0,1,0,0,0,1,0,10.035393,12,144,2
230622102,121403,10000,9,38,1,1,23,0,1,0,1,0,0,1,0,0,9.2103405,23,529,2
230622105,223930,1500,6,37,1,1,23,0,0,0,1,0,0,0,1,0,7.3132205,25,625,2
230624101,230624,0,9,51,0,1,23,0,1,0,0,0,0,1,0,0,,36,1296,2
230624103,104690,50000,16,25,0,1,23,0,0,0,1,1,0,0,0,0,10.819778,3,9,2
230632102,230632,23300,9,49,1,1,23,0,1,0,1,0,0,1,0,0,10.056209,34,1156,2
240538431,240538,15000,0,61,1,1,21,0,1,0,1,0,0,0,0,1,9.6158056,55,3025,1
242011501,242011,15600,15,31,0,1,21,0,1,0,1,1,0,0,0,0,9.6550264,10,100,1
242382501,242382,96000,16,34,1,1,21,0,1,0,1,1,0,0,0,0,11.472103,12,144,1
248516501,248516,40000,9,29,1,0,41,0,1,0,1,0,0,1,0,0,10.596635,14,196,2
248914504,248914,40000,11,24,1,0,41,0,1,0,1,0,0,1,0,0,10.596635,7,49,2
249302501,249302,36000,15,26,1,1,41,0,1,0,1,1,0,0,0,0,10.491274,5,25,2
255178501,255178,94000,16,32,1,1,61,0,1,0,1,1,0,0,0,0,11.45105,10,100,3
255716501,255716,6900,12,27,1,0,51,0,1,0,1,0,0,1,0,0,8.8392763,9,81,3
256368503,256368,0,9,25,1,0,62,0,1,0,1,0,0,1,0,0,,10,100,3
260333501,260333,9000,15,29,0,1,21,0,1,0,1,1,0,0,0,0,9.1049795,8,64,1
262426431,220213,390000,9,31,0,1,22,0,1,0,1,0,0,1,0,0,12.873902,16,256,2
266603501,266603,80600,6,30,1,0,37,0,1,0,1,0,0,0,1,0,11.297254,18,324,1
268678501,268678,2500,9,27,1,1,41,0,1,0,0,0,0,1,0,0,7.8240461,12,144,2
273449431,273449,47360,16,31,1,1,41,0,1,1,1,1,0,0,0,0,10.765533,9,81,2
273616501,273616,53000,12,27,1,1,44,0,0,0,1,0,1,0,0,0,10.878047,9,81,1
276322501,276322,11500,12,30,1,1,62,0,1,0,1,0,1,0,0,0,9.3501024,12,144,3
278358501,278358,36000,8,26,1,1,15,0,1,0,1,0,0,0,1,0,10.491274,12,144,3
278962501,278962,30000,16,33,1,1,14,0,1,1,1,1,0,0,0,0,10.308952,11,121,2
282181501,282181,30200,7,36,1,1,23,0,1,0,1,0,0,0,1,0,10.315598,23,529,2
286921501,286921,0,12,27,1,0,41,0,1,0,1,0,1,0,0,0,,9,81,2
286930501,286930,46000,12,29,1,0,41,0,1,0,1,0,1,0,0,0,10.736397,11,121,2
288739434,288739,60000,9,25,1,1,14,0,1,0,1,0,0,0,1,0,11.0021,10,100,2
290310501,290310,9000,12,41,0,1,31,0,0,0,1,0,1,0,0,0,9.1049795,23,529,1
291414431,291414,0,9,28,1,1,21,0,1,0,0,0,0,1,0,0,,13,169,1
291956501,291956,240000,15,29,1,1,51,0,1,0,1,1,0,0,0,0,12.388394,8,64,3
293594501,293594,0,8,27,0,0,53,0,1,0,0,0,0,0,1,0,,13,169,3
300095431,300095,24000,12,29,1,1,14,0,1,0,1,0,0,1,0,0,10.085809,11,121,2
301810431,301810,10000,12,27,1,1,41,0,1,0,1,0,0,1,0,0,9.2103405,9,81,2
306776501,306776,48000,16,40,1,1,44,0,1,0,1,1,0,0,0,0,10.778956,18,324,1
310001102,310001,0,12,57,1,1,31,0,1,0,1,0,1,0,0,0,,39,1521,1
310004101,310004,50000,12,37,1,1,31,0,1,0,1,0,1,0,0,0,10.819778,19,361,1
310004102,310004,28000,7,33,0,1,31,0,1,0,1,0,0,0,1,0,10.23996,20,400,1
310020101,310020,112000,16,30,1,1,31,0,1,0,1,1,0,0,0,0,11.626254,8,64,1
310035104,310035,36000,,39,1,1,31,0,1,1,1,1,0,0,0,0,10.491274,,,1
310043101,310043,55000,15,39,1,1,31,0,0,0,1,1,0,0,0,0,10.915089,18,324,1
310058103,310058,43600,15,37,1,1,31,0,0,0,1,1,0,0,0,0,10.682813,16,256,1
310073531,310073,44400,9,22,0,1,31,0,0,0,1,0,0,1,0,0,10.700994,7,49,1
310074101,310074,0,12,56,1,1,31,0,1,0,1,0,1,0,0,0,,38,1444,1
310092103,310092,150000,16,25,1,1,31,0,0,0,1,0,1,0,0,0,11.91839,3,9,1
310103102,310103,44400,12,63,1,1,31,0,0,0,1,0,1,0,0,0,10.700994,45,2025,1
310132102,310132,26280,9,45,0,1,31,0,0,0,1,0,0,1,0,0,10.176563,30,900,1
310169103,310169,80000,16,26,0,1,31,0,1,1,1,1,0,0,0,0,11.289782,4,16,1
310183101,310183,50000,15,23,0,1,31,0,0,0,1,0,1,0,0,0,10.819778,2,4,1
310192103,310192,50000,16,37,0,1,31,0,0,0,1,1,0,0,0,0,10.819778,15,225,1
310196101,310196,0,12,56,0,1,31,0,1,0,1,0,1,0,0,0,,38,1444,1
310196102,310196,50000,12,60,1,1,31,0,1,0,1,0,1,0,0,0,10.819778,42,1764,1
310323102,310323,100000,16,31,1,1,31,0,0,0,1,1,0,0,0,0,11.512925,9,81,1
310324101,310324,60000,12,37,1,1,31,0,1,0,1,0,1,0,0,0,11.0021,19,361,1
310373103,310373,150000,19,29,1,1,31,0,1,1,1,1,0,0,0,0,11.91839,4,16,1
310373431,310373,65000,16,29,0,1,31,0,1,0,1,1,0,0,0,0,11.082143,7,49,1
310391103,310391,72000,12,48,1,1,31,0,1,0,1,0,1,0,0,0,11.184422,30,900,1
310412102,310412,36000,12,55,1,1,31,0,1,0,1,0,1,0,0,0,10.491274,37,1369,1
310414104,310414,60000,16,31,0,1,31,0,1,0,1,1,0,0,0,0,11.0021,9,81,1
310530101,310530,0,12,58,1,1,31,0,1,0,1,0,1,0,0,0,,40,1600,1
310560102,310560,150000,15,31,0,1,31,0,1,0,1,0,1,0,0,0,11.91839,10,100,1
310584101,310584,50000,,31,0,1,31,0,1,0,0,0,1,0,0,0,10.819778,,,1
310584102,310584,60000,,39,1,1,31,0,1,0,1,0,1,0,0,0,11.0021,,,1
310587101,122061,90000,10,40,1,1,31,0,1,1,1,0,0,1,0,0,11.407565,24,576,1
310587102,122061,96000,12,32,0,1,31,0,1,0,1,0,1,0,0,0,11.472103,14,196,1
310593103,310593,10512,16,27,0,1,31,0,0,0,0,1,0,0,0,0,9.260273,5,25,1
310603101,310603,70000,15,42,0,1,31,0,1,0,1,1,0,0,0,0,11.156251,21,441,1
310603102,310603,0,,42,1,1,31,0,1,0,1,1,0,0,0,0,,,,1
310620101,310620,37600,,47,0,1,31,0,0,0,1,0,0,1,0,0,10.53476,,,1
310679103,310679,60000,,35,1,1,31,0,1,0,1,0,1,0,0,0,11.0021,,,1
310681101,310681,0,16,77,1,1,31,0,1,1,0,1,0,0,0,0,,55,3025,1
310690103,310690,45000,15,26,1,1,31,0,0,0,1,0,1,0,0,0,10.714417,5,25,1
310696102,310696,0,15,21,1,1,31,0,0,0,1,0,1,0,0,0,,0,0,1
310699103,310699,45000,,29,0,1,31,0,1,0,1,1,0,0,0,0,10.714417,,,1
310705103,310705,37000,12,23,1,1,31,0,0,0,1,0,1,0,0,0,10.518673,5,25,1
310709102,310709,13000,22,31,1,1,31,0,0,0,1,1,0,0,0,0,9.4727049,3,9,1
310714102,310714,441000,16,40,1,1,31,0,1,0,1,1,0,0,0,0,12.9968,18,324,1
310760101,310760,49000,9,46,1,1,31,0,1,0,1,0,0,0,1,0,10.799576,31,961,1
310761103,310761,70000,15,22,1,1,31,0,0,0,1,0,1,0,0,0,11.156251,1,1,1
310771101,310771,26000,9,60,1,1,31,0,1,0,1,0,0,1,0,0,10.165852,45,2025,1
310774103,310774,40000,12,48,1,1,31,0,1,0,1,0,1,0,0,0,10.596635,30,900,1
310778101,310778,80000,9,42,1,1,31,0,1,0,1,0,0,1,0,0,11.289782,27,729,1
310780102,310780,0,9,34,0,1,31,0,1,0,1,0,0,1,0,0,,19,361,1
310787102,310787,37500,15,23,1,1,31,0,0,0,1,0,1,0,0,0,10.532096,2,4,1
310795101,310795,16000,9,44,0,1,31,0,1,0,1,0,0,1,0,0,9.6803436,29,841,1
310795102,310795,0,9,45,1,1,31,0,1,0,1,0,0,1,0,0,,30,900,1
310799103,310799,90000,16,27,1,1,31,0,0,0,0,1,0,0,0,0,11.407565,5,25,1
310801431,310801,50400,16,31,0,1,31,0,1,0,1,1,0,0,0,0,10.827746,9,81,1
310811101,310811,50000,15,38,0,1,31,0,1,0,1,1,0,0,0,0,10.819778,17,289,1
310812102,310812,60000,12,53,1,1,31,0,0,0,1,0,1,0,0,0,11.0021,35,1225,1
310817103,164838,98000,19,33,0,1,31,0,1,1,1,1,0,0,0,0,11.492723,8,64,1
310835101,310835,40800,9,58,0,1,31,0,0,0,1,0,0,1,0,0,10.616437,43,1849,1
310835102,310835,50000,12,35,1,1,31,0,0,0,1,0,1,0,0,0,10.819778,17,289,1
310836102,310836,3500,15,22,0,1,31,0,0,0,1,0,1,0,0,0,8.1605186,1,1,1
310841103,310841,15000,12,21,0,1,31,0,0,0,1,0,0,1,0,0,9.6158056,3,9,1
310855102,310855,30000,12,55,0,1,31,0,1,0,1,0,1,0,0,0,10.308952,37,1369,1
310869104,310869,66000,,26,1,1,31,0,0,0,1,0,0,1,0,0,11.09741,,,1
310869105,173123,40000,9,28,0,1,23,0,1,0,1,0,0,1,0,0,10.596635,13,169,2
310869106,203506,60000,9,31,1,1,31,0,1,0,1,0,0,1,0,0,11.0021,16,256,1
310874101,310874,36000,9,46,1,1,31,0,1,0,1,0,0,1,0,0,10.491274,31,961,1
310890103,310890,58800,12,34,1,1,31,0,1,0,1,0,1,0,0,0,10.981897,16,256,1
310898102,310898,31500,12,53,1,1,31,0,1,0,0,0,1,0,0,0,10.357743,35,1225,1
310903103,310903,78000,16,33,1,1,31,0,0,0,1,1,0,0,0,0,11.264464,11,121,1
310934101,310934,120000,16,44,1,1,31,0,1,0,1,1,0,0,0,0,11.695247,22,484,1
310951101,310951,5000,12,76,0,1,31,0,1,0,1,0,1,0,0,0,8.5171928,58,3364,1
310963101,310963,35000,12,60,0,1,31,0,1,0,1,0,1,0,0,0,10.463103,42,1764,1
310963103,310963,572000,16,25,1,1,31,0,0,0,1,1,0,0,0,0,13.256894,3,9,1
310971103,310971,240000,16,37,1,1,31,0,1,0,1,1,0,0,0,0,12.388394,15,225,1
310971105,310971,350000,16,37,0,1,31,0,1,1,1,1,0,0,0,0,12.765689,15,225,1
310977101,310977,120000,16,40,0,1,31,0,1,0,1,1,0,0,0,0,11.695247,18,324,1
310977102,310977,150000,16,42,1,1,31,0,1,1,1,1,0,0,0,0,11.91839,20,400,1
310978101,310978,0,16,34,0,1,31,0,1,1,1,1,0,0,0,0,,12,144,1
310978102,310978,85000,16,35,1,1,31,0,1,0,1,1,0,0,0,0,11.350407,13,169,1
310982103,310982,75000,12,39,1,1,31,0,1,0,1,0,1,0,0,0,11.225244,21,441,1
311000101,311000,0,6,45,1,1,31,0,1,0,1,0,0,0,1,0,,33,1089,1
311000102,311000,24350,12,40,0,1,31,0,1,0,1,0,1,0,0,0,10.100287,22,484,1
311003101,311003,130000,16,29,1,1,31,0,0,1,1,1,0,0,0,0,11.77529,7,49,1
311027103,356290,36000,19,30,0,1,31,0,1,0,1,1,0,0,0,0,10.491274,5,25,1
311052104,311052,114000,12,58,1,1,31,0,1,0,1,0,1,0,0,0,11.643953,40,1600,1
311060101,311060,4000,9,51,0,1,31,0,1,0,1,0,0,1,0,0,8.2940493,36,1296,1
311060102,311060,150000,15,52,1,1,31,0,1,0,1,0,1,0,0,0,11.91839,31,961,1
311060103,311060,120000,16,29,1,1,31,0,0,0,1,1,0,0,0,0,11.695247,7,49,1
311061101,311061,24000,6,46,0,1,31,0,1,0,1,0,0,0,1,0,10.085809,34,1156,1
311066101,311066,5000,9,32,1,1,31,0,1,0,1,0,0,1,0,0,8.5171928,17,289,1
311096101,311096,30000,,72,1,1,31,0,1,0,1,0,0,0,1,0,10.308952,,,1
311099102,311099,0,4,67,1,1,31,0,1,0,1,0,0,0,0,1,,57,3249,1
311101105,311101,4700,15,19,1,1,31,0,0,0,1,0,0,1,0,0,8.4553175,-2,4,1
311104431,311104,50000,15,31,0,1,31,0,1,0,1,1,0,0,0,0,10.819778,10,100,1
311105104,311105,30000,9,36,0,1,31,0,1,0,1,0,0,1,0,0,10.308952,21,441,1
311108104,311108,37000,15,37,0,1,31,0,1,0,1,1,0,0,0,0,10.518673,16,256,1
311108105,311108,0,12,38,0,1,31,0,1,0,0,0,1,0,0,0,,20,400,1
311108107,311108,57600,15,19,1,1,31,0,0,0,1,0,1,0,0,0,10.961278,-2,4,1
311115105,311115,16500,9,42,1,1,31,0,1,0,1,0,0,1,0,0,9.7111158,27,729,1
311118103,311118,19710,9,52,0,1,31,0,1,0,1,0,0,1,0,0,9.8888817,37,1369,1
311119102,311119,26280,,46,0,1,31,0,1,0,1,0,0,1,0,0,10.176563,,,1
311119103,122376,66300,15,25,0,1,32,0,1,0,1,0,1,0,0,0,11.101945,4,16,1
311137501,311137,22500,16,26,0,1,31,0,1,0,1,1,0,0,0,0,10.021271,4,16,1
311139102,311139,26280,6,50,1,1,31,0,1,0,1,0,0,0,1,0,10.176563,38,1444,1
311139502,156764,46000,16,29,1,1,31,0,1,0,1,1,0,0,0,0,10.736397,7,49,1
311140101,311140,28920,9,53,1,1,31,0,1,0,1,0,0,0,1,0,10.272288,38,1444,1
311150102,311150,48000,,45,1,1,31,0,1,0,1,0,1,0,0,0,10.778956,,,1
311151106,311151,36000,9,32,0,1,31,0,1,0,1,0,0,1,0,0,10.491274,17,289,1
311154102,311154,30000,9,48,1,1,31,0,1,0,1,0,0,1,0,0,10.308952,33,1089,1
311154103,311154,52000,16,25,1,1,31,0,0,0,1,1,0,0,0,0,10.858999,3,9,1
311167103,311167,70000,15,24,1,1,31,0,0,0,1,0,1,0,0,0,11.156251,3,9,1
311184101,311184,0,9,62,0,1,31,0,0,0,1,0,0,0,1,0,,47,2209,1
311202101,311202,70000,19,31,0,1,31,0,0,0,1,1,0,0,0,0,11.156251,6,36,1
311217105,311217,60000,15,23,1,1,31,0,0,0,1,1,0,0,0,0,11.0021,2,4,1
311222102,184435,216000,,30,1,1,31,0,1,0,1,1,0,0,0,0,12.283033,,,1
311228103,311228,250000,,34,1,1,31,0,1,0,1,1,0,0,0,0,12.429216,,,1
311243101,311243,150000,16,26,0,1,31,0,0,0,1,1,0,0,0,0,11.91839,4,16,1
311243103,311243,65000,12,55,1,1,31,0,1,0,1,0,0,1,0,0,11.082143,37,1369,1
311247431,311247,30000,9,41,0,1,31,0,1,0,1,0,0,1,0,0,10.308952,26,676,1
311252101,311252,150000,16,48,0,1,31,0,1,1,1,1,0,0,0,0,11.91839,26,676,1
311256101,311256,45000,12,53,1,1,31,0,1,0,1,0,1,0,0,0,10.714417,35,1225,1
311266101,311266,144000,16,30,0,1,31,0,0,0,1,1,0,0,0,0,11.877568,8,64,1
311285102,311285,0,,33,1,1,31,0,1,0,1,0,0,1,0,0,,,,1
311292101,311292,60000,15,60,1,1,31,0,1,1,0,1,0,0,0,0,11.0021,39,1521,1
311294105,311294,70000,16,25,0,1,31,0,0,0,1,1,0,0,0,0,11.156251,3,9,1
311299104,105727,10000,,39,0,1,31,0,1,0,1,0,0,1,0,0,9.2103405,,,1
311302101,311302,40000,,31,0,1,31,0,1,0,1,1,0,0,0,0,10.596635,,,1
311302102,311302,110000,,31,1,1,31,0,1,1,1,1,0,0,0,0,11.608235,,,1
311335101,311335,69000,12,32,0,1,31,0,1,0,1,0,1,0,0,0,11.141862,14,196,1
311335105,311335,29300,9,59,0,1,31,0,1,0,1,0,0,1,0,0,10.285343,44,1936,1
311345101,311345,25000,4,65,0,1,31,0,1,0,0,0,0,0,0,1,10.126631,55,3025,1
311353102,311353,51000,15,31,1,1,35,0,1,0,1,1,0,0,0,0,10.839581,10,100,1
311354102,311354,12000,6,67,1,1,31,0,1,0,1,0,0,0,1,0,9.392662,55,3025,1
311359101,311359,42000,6,45,1,1,31,0,1,0,1,0,0,0,1,0,10.645425,33,1089,1
311373103,311373,48000,,44,1,1,31,0,1,0,1,0,1,0,0,0,10.778956,,,1
311385101,311385,5800,12,31,0,1,31,0,1,0,1,0,1,0,0,0,8.6656132,13,169,1
311385102,311385,72000,12,35,1,1,31,0,1,0,1,0,1,0,0,0,11.184422,17,289,1
311386102,311386,24240,6,68,0,1,31,0,1,0,1,0,0,0,1,0,10.095759,56,3136,1
311407102,311407,60000,6,34,0,1,31,0,1,0,1,0,0,0,1,0,11.0021,22,484,1
311412102,311412,47500,3,43,0,0,31,0,1,0,1,0,0,0,0,1,10.768485,34,1156,1
311422431,311422,60000,,30,0,1,31,0,1,0,1,1,0,0,0,0,11.0021,,,1
311427103,311427,1600,16,21,1,1,31,0,0,0,0,1,0,0,0,0,7.377759,-1,1,1
311439102,311439,24000,6,72,1,1,31,0,1,1,1,0,0,0,1,0,10.085809,60,3600,1
311453103,153437,150000,19,33,0,1,31,0,1,1,1,1,0,0,0,0,11.91839,8,64,1
311468102,311468,24000,12,47,1,1,31,0,1,0,1,0,1,0,0,0,10.085809,29,841,1
311471102,311471,25648,12,56,0,1,31,0,1,0,1,0,1,0,0,0,10.152221,38,1444,1
311471104,189943,34100,15,34,0,1,31,0,1,0,1,1,0,0,0,0,10.437053,13,169,1
311471105,189943,70000,12,35,1,1,31,0,1,0,1,0,1,0,0,0,11.156251,17,289,1
311487102,311487,10000,10,56,0,1,31,0,1,0,1,0,0,1,0,0,9.2103405,40,1600,1
311487103,311487,180000,19,32,1,1,31,0,1,1,1,1,0,0,0,0,12.100712,7,49,1
311490102,311490,100000,16,49,1,1,31,0,1,0,1,1,0,0,0,0,11.512925,27,729,1
311548104,311548,58200,15,29,1,1,31,0,0,0,1,0,1,0,0,0,10.971641,8,64,1
311554103,311554,48000,12,32,1,1,31,0,0,0,0,0,1,0,0,0,10.778956,14,196,1
311560103,311560,11400,12,20,0,1,31,0,0,0,1,0,1,0,0,0,9.3413687,2,4,1
311567103,156973,0,16,28,0,1,31,0,1,0,1,1,0,0,0,0,,6,36,1
311578103,311578,4800,16,39,1,1,31,0,0,0,0,1,0,0,0,0,8.4763708,17,289,1
311582103,311582,124000,14,24,1,1,31,0,0,0,1,0,0,1,0,0,11.728037,4,16,1
311587101,311587,0,6,48,0,1,31,0,1,0,1,0,0,0,1,0,,36,1296,1
311587103,311587,54800,16,24,0,1,31,0,0,0,1,1,0,0,0,0,10.911446,2,4,1
311587104,311587,45000,15,23,1,1,31,0,1,1,1,0,1,0,0,0,10.714417,2,4,1
311688103,311688,0,6,51,1,1,31,0,1,0,1,0,0,0,1,0,,39,1521,1
311688104,311688,70000,15,25,0,1,31,0,1,0,1,0,1,0,0,0,11.156251,4,16,1
311689431,311689,30000,9,45,0,1,31,0,1,0,1,0,0,0,1,0,10.308952,30,900,1
311699103,311699,100000,9,41,1,1,31,0,1,0,1,0,0,1,0,0,11.512925,26,676,1
